2026-04-08 14:28:42 | INFO | kuairand_rec.run_rerank | Running rerank for splits=['val', 'test'] topk=10
2026-04-08 14:44:52 | INFO | kuairand_rec.run_rerank | Running rerank for splits=['val', 'test'] topk=20
2026-04-08 14:46:50 | INFO | kuairand_rec.run_rerank | Reranked 5000 users
2026-04-08 14:48:47 | INFO | kuairand_rec.run_rerank | Reranked 10000 users
2026-04-08 14:50:44 | INFO | kuairand_rec.run_rerank | Reranked 15000 users
2026-04-08 14:52:41 | INFO | kuairand_rec.run_rerank | Reranked 20000 users
2026-04-08 14:54:14 | INFO | kuairand_rec.run_rerank | Saved val final rerank file: /scratch/ym3447/Rec/artifacts/rerank/val_final.parquet rows=423680
2026-04-08 14:56:11 | INFO | kuairand_rec.run_rerank | Reranked 5000 users
2026-04-08 14:58:06 | INFO | kuairand_rec.run_rerank | Reranked 10000 users
2026-04-08 15:00:03 | INFO | kuairand_rec.run_rerank | Reranked 15000 users
2026-04-08 15:01:59 | INFO | kuairand_rec.run_rerank | Reranked 20000 users
2026-04-08 15:04:13 | INFO | kuairand_rec.run_rerank | Saved test final rerank file: /scratch/ym3447/Rec/artifacts/rerank/test_final.parquet rows=454180
2026-04-08 15:04:13 | INFO | kuairand_rec.run_rerank | Saved rerank metrics: /scratch/ym3447/Rec/artifacts/metrics/rerank_metrics.json
2026-04-08 15:04:14 | INFO | kuairand_rec.run_rerank | Rerank metrics summary: {'val': {'before': {'num_rows': 423680, 'num_users': 21184, 'positive_hits': 2403, 'author_coverage_all': 0.617434758467518, 'tag_coverage_all': 0.6956521739130435, 'avg_unique_authors_per_user': 19.84828172205438, 'avg_unique_tags_per_user': 6.57439577039275, 'adjacent_same_author_rate': 0.002976302870090634, 'adjacent_same_tag_rate': 0.2694344788519637, 'avg_freshness_days': 20.160621643066406, 'median_freshness_days': 20.0, 'p90_freshness_days': 21.0, 'fresh_share_leq_threshold': 0.6171119712990937, 'recall@10': 0.10838524197412554, 'ndcg@10': 0.02255129051791668, 'recall@20': 0.23028270244369908, 'ndcg@20': 0.036351781320473044, 'mrr@10': 0.015644275553877138}, 'after': {'num_rows': 423680, 'num_users': 21184, 'positive_hits': 2408, 'author_coverage_all': 0.6129927817878956, 'tag_coverage_all': 0.7065217391304348, 'avg_unique_authors_per_user': 19.87207326283988, 'avg_unique_tags_per_user': 6.883496978851964, 'adjacent_same_author_rate': 0.0013807590634441088, 'adjacent_same_tag_rate': 0.252190332326284, 'avg_freshness_days': 20.163193919939577, 'median_freshness_days': 20.0, 'p90_freshness_days': 21.0, 'fresh_share_leq_threshold': 0.6141474697885196, 'recall@10': 0.10886439865836128, 'ndcg@10': 0.02260884551601945, 'recall@20': 0.23076185912793484, 'ndcg@20': 0.03636344823159532, 'mrr@10': 0.015673891346568842}, 'delta': {'num_rows': 0.0, 'num_users': 0.0, 'positive_hits': 5.0, 'author_coverage_all': -0.004441976679622428, 'tag_coverage_all': 0.010869565217391353, 'avg_unique_authors_per_user': 0.023791540785499166, 'avg_unique_tags_per_user': 0.3091012084592144, 'adjacent_same_author_rate': -0.0015955438066465254, 'adjacent_same_tag_rate': -0.017244146525679682, 'avg_freshness_days': 0.0025722768731704093, 'median_freshness_days': 0.0, 'p90_freshness_days': 0.0, 'fresh_share_leq_threshold': -0.0029645015105740358, 'recall@10': 0.00047915668423574587, 'ndcg@10': 5.755499810276843e-05, 'recall@20': 0.00047915668423575974, 'ndcg@20': 1.1666911122275303e-05, 'mrr@10': 2.961579269170414e-05}}, 'test': {'before': {'num_rows': 454180, 'num_users': 22709, 'positive_hits': 3329, 'author_coverage_all': 0.616382806163828, 'tag_coverage_all': 0.7065217391304348, 'avg_unique_authors_per_user': 19.85168875776124, 'avg_unique_tags_per_user': 6.641023382799771, 'adjacent_same_author_rate': 0.002879915452023427, 'adjacent_same_tag_rate': 0.27019683825795937, 'avg_freshness_days': 28.160612106323242, 'median_freshness_days': 28.0, 'p90_freshness_days': 29.0, 'fresh_share_leq_threshold': 0.0, 'recall@10': 0.11687114389050422, 'ndcg@10': 0.029521885194700212, 'recall@20': 0.2360825473370683, 'ndcg@20': 0.046050613612044135, 'mrr@10': 0.02050756744930861}, 'after': {'num_rows': 454180, 'num_users': 22709, 'positive_hits': 3352, 'author_coverage_all': 0.6147607461476075, 'tag_coverage_all': 0.7065217391304348, 'avg_unique_authors_per_user': 19.874543132678674, 'avg_unique_tags_per_user': 6.943326434453301, 'adjacent_same_author_rate': 0.0012836320401602888, 'adjacent_same_tag_rate': 0.25304724998899114, 'avg_freshness_days': 28.163990047998592, 'median_freshness_days': 28.0, 'p90_freshness_days': 29.0, 'fresh_share_leq_threshold': 0.0, 'recall@10': 0.11743847954045812, 'ndcg@10': 0.029560466059403743, 'recall@20': 0.23771363733068576, 'ndcg@20': 0.04623287812719835, 'mrr@10': 0.02057133141394888}, 'delta': {'num_rows': 0.0, 'num_users': 0.0, 'positive_hits': 23.0, 'author_coverage_all': -0.0016220600162205612, 'tag_coverage_all': 0.0, 'avg_unique_authors_per_user': 0.022854374917432807, 'avg_unique_tags_per_user': 0.30230305165352966, 'adjacent_same_author_rate': -0.0015962834118631384, 'adjacent_same_tag_rate': -0.01714958826896823, 'avg_freshness_days': 0.0033779416753496605, 'median_freshness_days': 0.0, 'p90_freshness_days': 0.0, 'fresh_share_leq_threshold': 0.0, 'recall@10': 0.0005673356499538984, 'ndcg@10': 3.8580864703530865e-05, 'recall@20': 0.0016310899936174683, 'ndcg@20': 0.00018226451515421238, 'mrr@10': 6.376396464027184e-05}}}
